Unnamed: 0,AMBROSIA,batch_id,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
347,0,17,2.6,5.6,1037.7,0,0,0,1,0,0,0,2022,3,21
348,0,17,6.2,8.3,1034.2,0,0,0,1,0,0,0,2022,3,22
349,0,17,8.3,6.0,1030.8,0,0,0,1,0,0,0,2022,3,23
350,0,24,10.4,3.5,1025.6,0,0,0,1,0,0,0,2022,3,28
351,0,24,13.7,6.3,1014.3,0,0,0,1,0,0,0,2022,3,29
352,0,24,14.3,8.2,1008.6,0,0,0,1,0,0,0,2022,3,30
353,0,24,15.7,13.3,999.1,0,0,0,1,0,0,0,2022,3,31
354,0,24,15.1,10.0,995.4,0,0,0,1,0,0,0,2022,4,1
355,0,24,10.8,10.5,1001.7,0,0,0,1,0,0,0,2022,4,2
356,0,24,4.2,9.7,1014.3,0,0,0,1,0,0,0,2022,4,3
357,0,24,4.9,4.5,1021.1,0,0,0,1,0,0,0,2022,4,4
358,0,24,8.9,7.5,1013.6,0,0,0,1,0,0,0,2022,4,5
359,0,24,13.2,7.0,1011.1,0,0,0,1,0,0,0,2022,4,6
360,0,31,7.4,15.5,1022.2,0,0,0,1,0,0,0,2022,4,11
361,0,31,9.2,6.7,1021.9,0,0,0,1,0,0,0,2022,4,12
362,0,31,9.8,6.2,1021.4,0,0,0,1,0,0,0,2022,4,13
363,0,31,10.9,5.0,1021.8,0,0,0,1,0,0,0,2022,4,14
364,0,31,14.4,6.0,1018.9,0,0,0,1,0,0,0,2022,4,15
365,0,31,12.5,10.0,1019.1,0,0,0,1,0,0,0,2022,4,16
366,0,31,6.3,12.5,1019.7,0,0,0,1,0,0,0,2022,4,17
367,0,31,6.5,7.1,1015.9,0,0,0,1,0,0,0,2022,4,18
368,0,31,7.6,6.1,1014.0,0,0,0,1,0,0,0,2022,4,19
369,0,31,5.6,5.6,1015.2,0,0,0,1,0,0,0,2022,4,20
370,0,38,16.2,5.1,1021.3,0,0,0,1,0,0,0,2022,5,9
371,0,38,15.3,5.4,1021.3,0,0,0,1,0,0,0,2022,5,10
372,0,38,17.1,4.7,1020.8,0,0,0,1,0,0,0,2022,5,11
373,0,38,19.5,5.8,1019.8,0,0,0,1,0,0,0,2022,5,12
374,0,38,21.4,6.5,1017.2,0,0,0,1,0,0,0,2022,5,13
375,0,38,21.0,11.1,1017.3,0,0,0,1,0,0,0,2022,5,14
376,0,38,20.1,8.0,1019.1,0,0,0,1,0,0,0,2022,5,15
377,0,38,19.8,5.6,1019.0,0,0,0,1,0,0,0,2022,5,16
378,0,38,19.9,7.8,1016.2,0,0,0,1,0,0,0,2022,5,17
379,0,38,17.0,14.1,1021.1,0,0,0,1,0,0,0,2022,5,18
380,0,45,19.2,6.1,1011.7,0,0,0,1,0,0,0,2022,5,23
381,0,45,21.9,5.1,1009.7,0,0,0,1,0,0,0,2022,5,24
382,0,45,24.6,7.7,1012.0,0,0,0,1,0,0,0,2022,5,25
383,0,45,21.3,9.1,1020.6,0,0,0,1,0,0,0,2022,5,26
384,0,45,21.9,4.7,1018.3,0,0,0,1,0,0,0,2022,5,27
385,0,45,16.4,9.6,1014.2,0,0,0,1,0,0,0,2022,5,28
386,0,45,14.0,5.3,1011.9,0,0,0,1,0,0,0,2022,5,29
387,0,45,17.8,4.3,1011.9,0,0,0,1,0,0,0,2022,5,30
388,0,45,18.2,4.9,1016.9,0,0,0,1,0,0,0,2022,5,31
389,0,45,22.0,7.0,1015.9,0,0,0,1,0,0,0,2022,6,1
390,0,52,21.2,5.1,1014.7,0,0,0,1,0,0,0,2022,6,6
391,0,52,22.1,6.3,1013.4,0,0,0,1,0,0,0,2022,6,7
392,0,52,21.2,5.1,1009.6,0,0,0,1,0,0,0,2022,6,8
393,0,52,20.4,6.1,1007.0,0,0,0,1,0,0,0,2022,6,9
394,0,52,19.9,6.0,1009.9,0,0,0,1,0,0,0,2022,6,10
395,0,52,18.6,9.2,1014.4,0,0,0,1,0,0,0,2022,6,11
396,0,52,19.7,10.2,1015.7,0,0,0,1,0,0,0,2022,6,12
397,0,52,22.5,5.7,1015.3,0,0,0,1,0,0,0,2022,6,13
398,0,52,20.1,10.6,1018.9,0,0,0,1,0,0,0,2022,6,14
399,0,52,19.1,6.0,1021.0,0,0,0,1,0,0,0,2022,6,15
400,0,59,22.8,5.1,1013.2,0,0,0,1,0,0,0,2022,6,20
401,0,59,24.0,8.5,1011.5,0,0,0,1,0,0,0,2022,6,21
402,0,59,22.2,5.5,1013.2,0,0,0,1,0,0,0,2022,6,22
403,0,59,20.0,6.9,1013.7,0,0,0,1,0,0,0,2022,6,23
404,0,59,22.1,4.0,1014.5,0,0,0,1,0,0,0,2022,6,24
405,0,59,23.4,6.9,1012.8,0,0,0,1,0,0,0,2022,6,25
406,0,59,22.7,6.5,1016.0,0,0,0,1,0,0,0,2022,6,26
407,0,59,24.5,5.7,1017.4,0,0,0,1,0,0,0,2022,6,27
408,0,59,24.8,5.7,1016.9,0,0,0,1,0,0,0,2022,6,28
409,0,59,26.2,6.9,1014.5,0,0,0,1,0,0,0,2022,6,29
410,3,66,20.2,5.3,1023.8,0,0,0,1,0,0,0,2022,7,18
411,2,66,22.3,5.2,1021.6,0,0,0,1,0,0,0,2022,7,19
412,4,66,24.1,5.0,1020.2,0,0,0,1,0,0,0,2022,7,20
413,2,66,26.0,9.0,1017.0,0,0,0,1,0,0,0,2022,7,21
414,1,66,26.9,6.4,1016.1,0,0,0,1,0,0,0,2022,7,22
415,2,66,28.2,5.1,1015.0,0,0,0,1,0,0,0,2022,7,23
416,1,66,27.1,10.3,1015.8,0,0,0,1,0,0,0,2022,7,24
417,0,66,26.3,6.6,1014.8,0,0,0,1,0,0,0,2022,7,25
418,0,66,26.5,5.7,1010.3,0,0,0,1,0,0,0,2022,7,26
419,0,66,24.9,7.3,1012.9,0,0,0,1,0,0,0,2022,7,27
420,2,73,21.6,6.8,1014.5,0,0,0,1,0,0,0,2022,8,1
421,1,73,22.8,4.9,1015.1,0,0,0,1,0,0,0,2022,8,2
422,10,73,24.0,4.1,1016.3,0,0,0,1,0,0,0,2022,8,3
423,0,73,24.8,4.2,1015.9,0,0,0,1,0,0,0,2022,8,4
424,1,73,24.9,3.7,1014.6,0,0,0,1,0,0,0,2022,8,5
425,4,73,25.3,4.2,1012.8,0,0,0,1,0,0,0,2022,8,6
426,8,73,24.3,5.8,1015.1,0,0,0,1,0,0,0,2022,8,7
427,10,73,25.7,4.0,1015.7,0,0,0,1,0,0,0,2022,8,8
428,24,73,23.3,4.8,1018.8,0,0,0,1,0,0,0,2022,8,9
429,50,73,23.2,6.3,1018.7,0,0,0,1,0,0,0,2022,8,10
430,40,80,23.5,4.6,1009.0,0,0,0,1,0,0,0,2022,8,15
431,48,80,24.9,5.8,1010.0,0,0,0,1,0,0,0,2022,8,16
432,68,80,25.6,5.2,1012.0,0,0,0,1,0,0,0,2022,8,17
433,12,80,26.5,4.2,1012.1,0,0,0,1,0,0,0,2022,8,18
434,4,80,27.2,5.2,1010.5,0,0,0,1,0,0,0,2022,8,19
435,8,80,23.1,3.0,1009.9,0,0,0,1,0,0,0,2022,8,20
436,0,80,20.6,4.3,1010.1,0,0,0,1,0,0,0,2022,8,21
437,52,80,20.1,3.0,1010.0,0,0,0,1,0,0,0,2022,8,22
438,88,80,19.3,2.5,1012.7,0,0,0,1,0,0,0,2022,8,23
439,74,80,20.9,2.9,1015.8,0,0,0,1,0,0,0,2022,8,24
440,45,87,23.0,3.5,1016.1,0,0,0,1,0,0,0,2022,8,29
441,55,87,21.2,3.9,1017.5,0,0,0,1,0,0,0,2022,8,30
442,88,87,21.9,3.8,1015.1,0,0,0,1,0,0,0,2022,8,31
443,144,87,19.2,3.6,1013.4,0,0,0,1,0,0,0,2022,9,1
444,10,87,15.4,3.4,1016.2,0,0,0,1,0,0,0,2022,9,2
445,70,87,17.7,2.4,1018.2,0,0,0,1,0,0,0,2022,9,3
446,96,87,19.0,2.8,1019.5,0,0,0,1,0,0,0,2022,9,4
447,108,87,19.7,2.6,1023.0,0,0,0,1,0,0,0,2022,9,5
448,40,87,20.5,2.9,1020.7,0,0,0,1,0,0,0,2022,9,6
449,120,87,20.6,4.9,1017.9,0,0,0,1,0,0,0,2022,9,7
450,40,94,17.8,7.6,1015.8,0,0,0,1,0,0,0,2022,9,12
451,18,94,17.4,5.9,1015.2,0,0,0,1,0,0,0,2022,9,13
452,24,94,20.6,5.9,1013.0,0,0,0,1,0,0,0,2022,9,14
453,48,94,23.0,6.5,1010.0,0,0,0,1,0,0,0,2022,9,15
454,30,94,22.4,3.6,1008.3,0,0,0,1,0,0,0,2022,9,16
455,22,94,14.3,3.9,1005.9,0,0,0,1,0,0,0,2022,9,17
456,10,94,12.9,9.3,1014.2,0,0,0,1,0,0,0,2022,9,18
457,5,94,11.1,5.9,1016.2,0,0,0,1,0,0,0,2022,9,19
458,8,94,11.9,4.5,1019.4,0,0,0,1,0,0,0,2022,9,20
459,4,94,10.9,7.5,1020.8,0,0,0,1,0,0,0,2022,9,21
460,4,101,16.8,6.2,1010.9,0,0,0,1,0,0,0,2022,9,26
461,5,101,16.3,4.1,1003.6,0,0,0,1,0,0,0,2022,9,27
462,2,101,15.4,4.3,1005.2,0,0,0,1,0,0,0,2022,9,28
463,3,101,17.4,6.8,1005.4,0,0,0,1,0,0,0,2022,9,29
464,7,101,20.2,8.1,1012.0,0,0,0,1,0,0,0,2022,9,30
465,6,101,17.5,6.7,1016.0,0,0,0,1,0,0,0,2022,10,1
466,8,101,16.6,8.3,1018.9,0,0,0,1,0,0,0,2022,10,2
467,2,101,13.0,9.4,1018.8,0,0,0,1,0,0,0,2022,10,3
468,5,101,13.0,9.0,1023.1,0,0,0,1,0,0,0,2022,10,4
469,0,101,11.3,3.7,1028.9,0,0,0,1,0,0,0,2022,10,5
470,0,108,14.1,3.9,1023.6,0,0,0,1,0,0,0,2022,10,10
471,1,108,13.2,3.3,1021.9,0,0,0,1,0,0,0,2022,10,11
472,0,108,15.3,3.1,1023.9,0,0,0,1,0,0,0,2022,10,12
473,0,108,14.6,3.2,1022.4,0,0,0,1,0,0,0,2022,10,13
474,2,108,12.1,2.8,1019.7,0,0,0,1,0,0,0,2022,10,14
475,0,108,11.6,4.0,1020.3,0,0,0,1,0,0,0,2022,10,15
476,1,108,14.2,5.1,1024.2,0,0,0,1,0,0,0,2022,10,16
477,2,108,11.5,2.5,1031.2,0,0,0,1,0,0,0,2022,10,17
478,0,108,10.7,4.1,1029.2,0,0,0,1,0,0,0,2022,10,18
479,1,108,11.7,7.7,1022.8,0,0,0,1,0,0,0,2022,10,19
480,0,4,3.9,4.5,1022.7,0,0,1,0,0,0,0,2022,2,14
481,0,4,8.8,9.5,1018.5,0,0,1,0,0,0,0,2022,2,15
482,0,4,8.2,3.4,1016.4,0,0,1,0,0,0,0,2022,2,16
483,0,4,7.6,4.9,1010.1,0,0,1,0,0,0,0,2022,2,17
484,0,4,9.2,8.0,1017.6,0,0,1,0,0,0,0,2022,2,18
485,0,4,8.7,4.4,1017.0,0,0,1,0,0,0,0,2022,2,19
486,0,4,6.6,4.0,1020.6,0,0,1,0,0,0,0,2022,2,20
487,0,4,6.8,4.4,1010.8,0,0,1,0,0,0,0,2022,2,21
488,0,4,4.8,10.5,1013.7,0,0,1,0,0,0,0,2022,2,22
489,0,4,5.6,6.8,1024.6,0,0,1,0,0,0,0,2022,2,23
490,0,11,1.7,3.8,1026.0,0,0,1,0,0,0,0,2022,2,28
491,0,11,1.2,5.5,1027.4,0,0,1,0,0,0,0,2022,3,1
492,0,11,2.3,7.1,1022.9,0,0,1,0,0,0,0,2022,3,2
493,0,11,3.9,7.5,1017.8,0,0,1,0,0,0,0,2022,3,3
494,0,11,2.5,5.7,1016.6,0,0,1,0,0,0,0,2022,3,4
495,0,11,2.8,5.9,1017.9,0,0,1,0,0,0,0,2022,3,5
496,0,11,0.4,4.2,1016.5,0,0,1,0,0,0,0,2022,3,6
497,0,11,0.6,6.2,1018.6,0,0,1,0,0,0,0,2022,3,7
498,0,11,-0.6,7.7,1021.0,0,0,1,0,0,0,0,2022,3,8
499,0,11,0.2,8.8,1022.2,0,0,1,0,0,0,0,2022,3,9
500,0,18,3.2,5.6,1034.1,0,0,1,0,0,0,0,2022,3,14
501,0,18,6.1,3.9,1033.3,0,0,1,0,0,0,0,2022,3,15
502,0,18,8.6,4.1,1024.3,0,0,1,0,0,0,0,2022,3,16
503,0,18,5.4,8.0,1030.5,0,0,1,0,0,0,0,2022,3,17
504,0,18,3.7,9.3,1038.2,0,0,1,0,0,0,0,2022,3,18
505,0,18,2.4,7.2,1039.3,0,0,1,0,0,0,0,2022,3,19
506,0,18,2.5,7.5,1040.3,0,0,1,0,0,0,0,2022,3,20
507,0,18,3.2,4.7,1037.6,0,0,1,0,0,0,0,2022,3,21
508,0,18,6.4,7.4,1034.2,0,0,1,0,0,0,0,2022,3,22
509,0,18,8.4,5.5,1030.9,0,0,1,0,0,0,0,2022,3,23
510,0,25,11.5,5.1,1025.3,0,0,1,0,0,0,0,2022,3,28
511,0,25,13.3,4.1,1014.2,0,0,1,0,0,0,0,2022,3,29
512,0,25,13.3,5.6,1008.3,0,0,1,0,0,0,0,2022,3,30
513,0,25,16.3,10.5,998.2,0,0,1,0,0,0,0,2022,3,31
514,0,25,16.1,12.0,993.9,0,0,1,0,0,0,0,2022,4,1
515,0,25,12.5,12.0,1000.8,0,0,1,0,0,0,0,2022,4,2
516,0,25,4.4,7.1,1013.6,0,0,1,0,0,0,0,2022,4,3
517,0,25,5.6,4.5,1020.2,0,0,1,0,0,0,0,2022,4,4
518,0,25,8.2,3.5,1013.3,0,0,1,0,0,0,0,2022,4,5
519,0,25,13.2,6.9,1010.5,0,0,1,0,0,0,0,2022,4,6
520,0,32,7.5,13.5,1022.0,0,0,1,0,0,0,0,2022,4,11
521,0,32,8.8,4.2,1021.6,0,0,1,0,0,0,0,2022,4,12
522,0,32,11.1,6.1,1020.8,0,0,1,0,0,0,0,2022,4,13
523,0,32,12.0,4.3,1021.5,0,0,1,0,0,0,0,2022,4,14
524,0,32,14.4,4.4,1018.7,0,0,1,0,0,0,0,2022,4,15
525,0,32,12.8,7.3,1018.9,0,0,1,0,0,0,0,2022,4,16
526,0,32,7.2,13.2,1019.1,0,0,1,0,0,0,0,2022,4,17
527,0,32,7.0,6.1,1015.2,0,0,1,0,0,0,0,2022,4,18
528,0,32,8.0,6.3,1013.5,0,0,1,0,0,0,0,2022,4,19
529,0,32,5.6,4.6,1015.0,0,0,1,0,0,0,0,2022,4,20
530,0,39,16.8,5.2,1021.1,0,0,1,0,0,0,0,2022,5,9
531,0,39,15.9,5.8,1020.8,0,0,1,0,0,0,0,2022,5,10
532,0,39,17.0,4.8,1020.6,0,0,1,0,0,0,0,2022,5,11
533,0,39,19.3,3.8,1019.7,0,0,1,0,0,0,0,2022,5,12
534,0,39,21.2,4.7,1017.0,0,0,1,0,0,0,0,2022,5,13
535,0,39,20.9,9.2,1017.3,0,0,1,0,0,0,0,2022,5,14
536,0,39,19.4,5.5,1019.2,0,0,1,0,0,0,0,2022,5,15
537,0,39,19.6,4.0,1018.7,0,0,1,0,0,0,0,2022,5,16
538,0,39,19.2,5.5,1016.5,0,0,1,0,0,0,0,2022,5,17
539,0,39,16.6,11.0,1021.3,0,0,1,0,0,0,0,2022,5,18
540,0,46,19.6,4.3,1011.5,0,0,1,0,0,0,0,2022,5,23
541,0,46,22.0,7.4,1009.1,0,0,1,0,0,0,0,2022,5,24
542,0,46,22.9,7.6,1012.2,0,0,1,0,0,0,0,2022,5,25
543,0,46,21.8,6.9,1020.4,0,0,1,0,0,0,0,2022,5,26
544,0,46,21.9,5.0,1018.0,0,0,1,0,0,0,0,2022,5,27
545,0,46,18.3,7.3,1013.6,0,0,1,0,0,0,0,2022,5,28
546,0,46,14.7,4.1,1010.8,0,0,1,0,0,0,0,2022,5,29
547,0,46,19.1,6.4,1011.1,0,0,1,0,0,0,0,2022,5,30
548,0,46,18.2,4.9,1016.5,0,0,1,0,0,0,0,2022,5,31
549,0,46,21.7,5.2,1015.5,0,0,1,0,0,0,0,2022,6,1
550,0,53,20.6,5.5,1014.4,0,0,1,0,0,0,0,2022,6,6
551,0,53,21.2,8.8,1012.7,0,0,1,0,0,0,0,2022,6,7
552,0,53,20.2,9.3,1009.2,0,0,1,0,0,0,0,2022,6,8
553,0,53,19.6,8.4,1006.3,0,0,1,0,0,0,0,2022,6,9
554,0,53,19.1,4.8,1009.4,0,0,1,0,0,0,0,2022,6,10
555,0,53,19.0,9.4,1014.2,0,0,1,0,0,0,0,2022,6,11
556,0,53,19.5,10.4,1016.0,0,0,1,0,0,0,0,2022,6,12
557,0,53,21.8,5.5,1015.0,0,0,1,0,0,0,0,2022,6,13
558,0,53,20.0,9.2,1019.0,0,0,1,0,0,0,0,2022,6,14
559,0,53,18.9,5.5,1021.0,0,0,1,0,0,0,0,2022,6,15
560,0,60,22.4,4.1,1012.8,0,0,1,0,0,0,0,2022,6,20
561,0,60,23.6,5.8,1011.5,0,0,1,0,0,0,0,2022,6,21
562,0,60,22.9,4.6,1012.7,0,0,1,0,0,0,0,2022,6,22
563,0,60,21.2,4.8,1013.2,0,0,1,0,0,0,0,2022,6,23
564,0,60,23.5,3.9,1013.7,0,0,1,0,0,0,0,2022,6,24
565,0,60,22.3,5.6,1012.9,0,0,1,0,0,0,0,2022,6,25
566,0,60,22.2,5.5,1015.9,0,0,1,0,0,0,0,2022,6,26
567,0,60,24.2,4.7,1017.1,0,0,1,0,0,0,0,2022,6,27
568,0,60,24.4,4.7,1016.8,0,0,1,0,0,0,0,2022,6,28
569,0,60,25.0,11.0,1013.9,0,0,1,0,0,0,0,2022,6,29
570,3,67,21.1,5.6,1023.6,0,0,1,0,0,0,0,2022,7,18
571,2,67,22.4,4.6,1021.6,0,0,1,0,0,0,0,2022,7,19
572,3,67,24.3,4.8,1020.1,0,0,1,0,0,0,0,2022,7,20
573,3,67,26.0,5.8,1016.8,0,0,1,0,0,0,0,2022,7,21
574,1,67,27.4,6.0,1015.9,0,0,1,0,0,0,0,2022,7,22
575,2,67,27.8,4.3,1015.0,0,0,1,0,0,0,0,2022,7,23
576,2,67,28.3,7.3,1015.3,0,0,1,0,0,0,0,2022,7,24
577,12,67,27.0,5.6,1014.4,0,0,1,0,0,0,0,2022,7,25
578,21,67,27.0,5.0,1010.0,0,0,1,0,0,0,0,2022,7,26
579,38,67,24.3,7.5,1012.6,0,0,1,0,0,0,0,2022,7,27
580,105,74,22.6,8.4,1014.3,0,0,1,0,0,0,0,2022,8,1
581,92,74,23.7,6.5,1015.1,0,0,1,0,0,0,0,2022,8,2
582,65,74,24.7,5.5,1016.0,0,0,1,0,0,0,0,2022,8,3
583,62,74,25.4,5.7,1015.8,0,0,1,0,0,0,0,2022,8,4
584,95,74,26.0,4.0,1013.8,0,0,1,0,0,0,0,2022,8,5
585,87,74,26.2,5.2,1012.5,0,0,1,0,0,0,0,2022,8,6
586,101,74,25.3,8.9,1014.9,0,0,1,0,0,0,0,2022,8,7
587,42,74,25.3,6.7,1015.6,0,0,1,0,0,0,0,2022,8,8
588,40,74,24.2,8.0,1018.4,0,0,1,0,0,0,0,2022,8,9
589,36,74,23.0,7.3,1018.5,0,0,1,0,0,0,0,2022,8,10
590,35,81,22.6,5.1,1008.7,0,0,1,0,0,0,0,2022,8,15
591,38,81,24.0,5.1,1010.2,0,0,1,0,0,0,0,2022,8,16
592,50,81,24.8,5.7,1012.4,0,0,1,0,0,0,0,2022,8,17
593,32,81,25.8,4.2,1012.4,0,0,1,0,0,0,0,2022,8,18
594,42,81,24.6,6.7,1010.6,0,0,1,0,0,0,0,2022,8,19
595,35,81,21.7,5.0,1009.7,0,0,1,0,0,0,0,2022,8,20
596,22,81,20.8,6.0,1009.7,0,0,1,0,0,0,0,2022,8,21
597,45,81,20.4,4.6,1009.5,0,0,1,0,0,0,0,2022,8,22
598,51,81,18.8,5.2,1012.9,0,0,1,0,0,0,0,2022,8,23
599,92,81,20.9,4.4,1015.5,0,0,1,0,0,0,0,2022,8,24
600,115,88,22.0,5.9,1016.7,0,0,1,0,0,0,0,2022,8,29
601,162,88,21.0,5.5,1017.4,0,0,1,0,0,0,0,2022,8,30
602,105,88,22.0,4.0,1014.8,0,0,1,0,0,0,0,2022,8,31
603,169,88,19.5,5.8,1013.2,0,0,1,0,0,0,0,2022,9,1
604,47,88,15.6,6.4,1015.9,0,0,1,0,0,0,0,2022,9,2
605,58,88,18.1,3.3,1017.8,0,0,1,0,0,0,0,2022,9,3
606,69,88,18.2,4.9,1019.8,0,0,1,0,0,0,0,2022,9,4
607,140,88,19.8,4.5,1023.1,0,0,1,0,0,0,0,2022,9,5
608,105,88,20.3,3.6,1020.9,0,0,1,0,0,0,0,2022,9,6
609,84,88,20.2,5.0,1017.7,0,0,1,0,0,0,0,2022,9,7
610,76,95,16.6,7.7,1015.9,0,0,1,0,0,0,0,2022,9,12
611,80,95,17.5,5.0,1014.9,0,0,1,0,0,0,0,2022,9,13
612,57,95,18.2,5.2,1013.0,0,0,1,0,0,0,0,2022,9,14
613,20,95,20.1,4.1,1010.5,0,0,1,0,0,0,0,2022,9,15
614,25,95,21.8,8.4,1007.8,0,0,1,0,0,0,0,2022,9,16
615,22,95,14.4,6.1,1005.0,0,0,1,0,0,0,0,2022,9,17
616,30,95,12.4,8.9,1014.3,0,0,1,0,0,0,0,2022,9,18
617,25,95,9.9,6.2,1016.5,0,0,1,0,0,0,0,2022,9,19
618,18,95,10.9,5.9,1019.5,0,0,1,0,0,0,0,2022,9,20
619,10,95,11.1,7.3,1021.0,0,0,1,0,0,0,0,2022,9,21
620,3,102,15.8,9.8,1010.6,0,0,1,0,0,0,0,2022,9,26
621,5,102,16.3,4.5,1003.1,0,0,1,0,0,0,0,2022,9,27
622,2,102,14.7,4.3,1004.3,0,0,1,0,0,0,0,2022,9,28
623,1,102,18.4,8.4,1005.2,0,0,1,0,0,0,0,2022,9,29
624,2,102,20.0,9.9,1012.3,0,0,1,0,0,0,0,2022,9,30
625,2,102,17.1,6.7,1015.7,0,0,1,0,0,0,0,2022,10,1
626,3,102,16.8,6.0,1018.3,0,0,1,0,0,0,0,2022,10,2
627,3,102,12.8,7.7,1019.0,0,0,1,0,0,0,0,2022,10,3
628,5,102,12.8,7.8,1023.6,0,0,1,0,0,0,0,2022,10,4
629,2,102,11.9,3.6,1029.0,0,0,1,0,0,0,0,2022,10,5
630,2,109,13.7,8.0,1023.3,0,0,1,0,0,0,0,2022,10,10
631,2,109,14.0,3.0,1022.0,0,0,1,0,0,0,0,2022,10,11
632,1,109,14.6,2.6,1023.6,0,0,1,0,0,0,0,2022,10,12
633,2,109,13.6,3.8,1022.3,0,0,1,0,0,0,0,2022,10,13
634,2,109,13.3,5.3,1018.4,0,0,1,0,0,0,0,2022,10,14
635,2,109,11.6,7.9,1019.7,0,0,1,0,0,0,0,2022,10,15
636,1,109,13.0,5.0,1024.9,0,0,1,0,0,0,0,2022,10,16
637,1,109,11.2,4.9,1030.6,0,0,1,0,0,0,0,2022,10,17
638,0,109,10.3,5.1,1029.0,0,0,1,0,0,0,0,2022,10,18
639,2,109,11.5,5.5,1022.9,0,0,1,0,0,0,0,2022,10,19
640,0,5,7.0,5.5,1022.8,0,0,0,0,1,0,0,2022,2,14
641,0,5,9.7,7.7,1020.3,0,0,0,0,1,0,0,2022,2,15
642,0,5,8.4,5.8,1017.0,0,0,0,0,1,0,0,2022,2,16
643,0,5,9.1,6.9,1010.8,0,0,0,0,1,0,0,2022,2,17
644,0,5,8.5,8.7,1017.8,0,0,0,0,1,0,0,2022,2,18
645,0,5,9.7,7.1,1017.2,0,0,0,0,1,0,0,2022,2,19
646,0,5,7.2,9.2,1020.1,0,0,0,0,1,0,0,2022,2,20
647,0,5,9.4,6.9,1011.4,0,0,0,0,1,0,0,2022,2,21
648,0,5,5.4,20.6,1011.4,0,0,0,0,1,0,0,2022,2,22
649,0,5,5.9,14.9,1023.0,0,0,0,0,1,0,0,2022,2,23
650,0,12,3.2,10.1,1024.2,0,0,0,0,1,0,0,2022,2,28
651,0,12,2.1,11.9,1025.7,0,0,0,0,1,0,0,2022,3,1
652,0,12,2.5,11.4,1021.9,0,0,0,0,1,0,0,2022,3,2
653,0,12,4.3,10.9,1017.2,0,0,0,0,1,0,0,2022,3,3
654,0,12,2.8,7.1,1016.0,0,0,0,0,1,0,0,2022,3,4
655,0,12,4.2,14.5,1016.9,0,0,0,0,1,0,0,2022,3,5
656,0,12,2.3,14.0,1015.0,0,0,0,0,1,0,0,2022,3,6
657,0,12,1.3,13.5,1017.4,0,0,0,0,1,0,0,2022,3,7
658,0,12,-0.1,12.1,1019.8,0,0,0,0,1,0,0,2022,3,8
659,0,12,0.6,12.4,1020.8,0,0,0,0,1,0,0,2022,3,9
660,0,19,2.5,4.4,1034.4,0,0,0,0,1,0,0,2022,3,14
661,0,19,5.8,5.3,1033.8,0,0,0,0,1,0,0,2022,3,15
662,0,19,8.2,6.0,1024.6,0,0,0,0,1,0,0,2022,3,16
663,0,19,5.4,8.5,1029.8,0,0,0,0,1,0,0,2022,3,17
664,0,19,4.1,10.2,1037.3,0,0,0,0,1,0,0,2022,3,18
665,0,19,1.6,9.1,1039.4,0,0,0,0,1,0,0,2022,3,19
666,0,19,3.4,11.1,1038.4,0,0,0,0,1,0,0,2022,3,20
667,0,19,3.9,10.1,1036.2,0,0,0,0,1,0,0,2022,3,21
668,0,19,7.4,15.0,1032.1,0,0,0,0,1,0,0,2022,3,22
669,0,19,9.1,10.0,1029.3,0,0,0,0,1,0,0,2022,3,23
670,0,26,11.7,4.8,1025.5,0,0,0,0,1,0,0,2022,3,28
671,0,26,13.9,5.2,1014.9,0,0,0,0,1,0,0,2022,3,29
672,0,26,13.8,7.7,1009.4,0,0,0,0,1,0,0,2022,3,30
673,0,26,15.8,13.4,1001.3,0,0,0,0,1,0,0,2022,3,31
674,0,26,14.9,11.1,996.1,0,0,0,0,1,0,0,2022,4,1
675,0,26,11.7,12.1,1001.8,0,0,0,0,1,0,0,2022,4,2
676,0,26,4.3,13.2,1012.8,0,0,0,0,1,0,0,2022,4,3
677,0,26,5.9,3.8,1020.3,0,0,0,0,1,0,0,2022,4,4
678,0,26,9.2,5.4,1013.6,0,0,0,0,1,0,0,2022,4,5
679,0,26,13.1,6.9,1011.7,0,0,0,0,1,0,0,2022,4,6
680,0,33,7.1,16.2,1020.6,0,0,0,0,1,0,0,2022,4,11
681,0,33,8.4,6.0,1021.9,0,0,0,0,1,0,0,2022,4,12
682,0,33,10.8,8.6,1020.3,0,0,0,0,1,0,0,2022,4,13
683,0,33,11.9,4.4,1021.1,0,0,0,0,1,0,0,2022,4,14
684,0,33,14.8,5.4,1018.6,0,0,0,0,1,0,0,2022,4,15
685,0,33,14.1,16.0,1017.3,0,0,0,0,1,0,0,2022,4,16
686,0,33,5.5,20.3,1017.8,0,0,0,0,1,0,0,2022,4,17
687,0,33,6.4,13.8,1014.4,0,0,0,0,1,0,0,2022,4,18
688,0,33,6.9,5.2,1013.7,0,0,0,0,1,0,0,2022,4,19
689,0,33,3.6,4.0,1015.6,0,0,0,0,1,0,0,2022,4,20
690,0,40,17.3,5.8,1020.3,0,0,0,0,1,0,0,2022,5,9
691,0,40,16.9,8.5,1020.0,0,0,0,0,1,0,0,2022,5,10
692,0,40,17.3,6.4,1020.1,0,0,0,0,1,0,0,2022,5,11
693,0,40,19.2,5.0,1019.9,0,0,0,0,1,0,0,2022,5,12
694,0,40,21.3,5.2,1016.7,0,0,0,0,1,0,0,2022,5,13
