Unnamed: 0,AMBROSIA,tavg,prcp,wdir,wspd,wpgt,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
3313,0.0,7.3,,359.0,7.4,,1018.1,0,0,0,0,0,1,0,2017,3,17
3314,0.0,10.4,,327.0,4.5,,1009.7,0,0,0,0,0,1,0,2017,3,18
3315,0.0,9.1,,297.0,6.8,,1011.0,0,0,0,0,0,1,0,2017,3,19
3316,0.0,10.7,,70.0,4.4,,1013.0,0,0,0,0,0,1,0,2017,3,20
3317,0.0,14.9,,,,,,0,0,0,0,0,1,0,2017,3,21
3318,0.0,19.5,,,,,,0,0,0,0,0,1,0,2017,3,22
3319,0.0,18.9,,,,,,0,0,0,0,0,1,0,2017,3,23
3320,0.0,18.5,,,,,,0,0,0,0,0,1,0,2017,3,24
3321,0.0,10.6,,,,,,0,0,0,0,0,1,0,2017,3,25
3322,0.0,,,,,,,0,0,0,0,0,1,0,2017,3,26
3323,0.0,8.5,,,,,,0,0,0,0,0,1,0,2017,3,27
3324,0.0,8.8,,,,,,0,0,0,0,0,1,0,2017,3,28
3325,0.0,11.2,,,,,,0,0,0,0,0,1,0,2017,3,29
3326,0.0,12.0,,,,,,0,0,0,0,0,1,0,2017,3,30
3327,0.0,13.9,,,,,,0,0,0,0,0,1,0,2017,3,31
3328,0.0,16.4,,,,,,0,0,0,0,0,1,0,2017,4,1
3329,0.0,18.6,,,,,,0,0,0,0,0,1,0,2017,4,2
3330,0.0,18.3,,,,,,0,0,0,0,0,1,0,2017,4,3
3331,0.0,13.9,,,,,,0,0,0,0,0,1,0,2017,4,4
3332,0.0,11.6,,,,,,0,0,0,0,0,1,0,2017,4,5
3333,0.0,10.4,,,,,,0,0,0,0,0,1,0,2017,4,6
3334,0.0,6.0,,,,,,0,0,0,0,0,1,0,2017,4,7
3335,0.0,9.4,,,,,,0,0,0,0,0,1,0,2017,4,8
3336,0.0,11.8,,,,,,0,0,0,0,0,1,0,2017,4,9
3337,0.0,12.7,,,,,,0,0,0,0,0,1,0,2017,4,10
3338,0.0,16.2,,,,,,0,0,0,0,0,1,0,2017,4,11
3339,0.0,11.1,,,,,,0,0,0,0,0,1,0,2017,4,12
3340,0.0,12.3,,,,,,0,0,0,0,0,1,0,2017,4,13
3341,0.0,14.2,,,,,,0,0,0,0,0,1,0,2017,4,14
3342,0.0,13.8,,,,,,0,0,0,0,0,1,0,2017,4,15
3343,0.0,13.0,,,,,,0,0,0,0,0,1,0,2017,4,16
3344,0.0,9.7,,,,,,0,0,0,0,0,1,0,2017,4,17
3345,0.0,9.7,,,,,,0,0,0,0,0,1,0,2017,4,18
3346,0.0,4.6,,,,,,0,0,0,0,0,1,0,2017,4,19
3347,0.0,3.7,,,,,,0,0,0,0,0,1,0,2017,4,20
3348,0.0,5.0,,,,,,0,0,0,0,0,1,0,2017,4,21
3349,0.0,7.0,,,,,,0,0,0,0,0,1,0,2017,4,22
3350,0.0,7.2,,,,,,0,0,0,0,0,1,0,2017,4,23
3351,0.0,7.6,,,,,,0,0,0,0,0,1,0,2017,4,24
3352,0.0,15.3,,,,,,0,0,0,0,0,1,0,2017,4,25
3353,0.0,17.9,,,,,,0,0,0,0,0,1,0,2017,4,26
3354,0.0,19.7,,,,,,0,0,0,0,0,1,0,2017,4,27
3355,0.0,21.7,,,,,,0,0,0,0,0,1,0,2017,4,28
3356,0.0,12.1,,,,,,0,0,0,0,0,1,0,2017,4,29
3357,0.0,11.1,,,,,,0,0,0,0,0,1,0,2017,4,30
3358,0.0,14.4,,,,,,0,0,0,0,0,1,0,2017,5,1
3359,0.0,19.7,,,,,,0,0,0,0,0,1,0,2017,5,2
3360,0.0,20.8,,,,,,0,0,0,0,0,1,0,2017,5,3
3361,0.0,17.2,,,,,,0,0,0,0,0,1,0,2017,5,4
3362,0.0,15.0,,,,,,0,0,0,0,0,1,0,2017,5,5
3363,0.0,14.4,,,,,,0,0,0,0,0,1,0,2017,5,6
3364,0.0,13.9,,,,,,0,0,0,0,0,1,0,2017,5,7
3365,0.0,14.3,,,,,,0,0,0,0,0,1,0,2017,5,8
3366,0.0,13.8,,,,,,0,0,0,0,0,1,0,2017,5,9
3367,0.0,11.5,,,,,,0,0,0,0,0,1,0,2017,5,10
3368,0.0,15.6,,,,,,0,0,0,0,0,1,0,2017,5,11
3369,0.0,18.8,,,,,,0,0,0,0,0,1,0,2017,5,12
3370,0.0,17.9,,,,,,0,0,0,0,0,1,0,2017,5,13
3371,0.0,17.4,,,,,,0,0,0,0,0,1,0,2017,5,14
3372,0.0,17.4,,,,,,0,0,0,0,0,1,0,2017,5,15
3373,0.0,17.0,,,,,,0,0,0,0,0,1,0,2017,5,16
3374,0.0,16.7,,,,,,0,0,0,0,0,1,0,2017,5,17
3375,0.0,17.7,,,,,,0,0,0,0,0,1,0,2017,5,18
3376,0.0,19.7,,,,,,0,0,0,0,0,1,0,2017,5,19
3377,0.0,20.8,,,,,,0,0,0,0,0,1,0,2017,5,20
3378,0.0,18.2,,,,,,0,0,0,0,0,1,0,2017,5,21
3379,0.0,18.1,,,,,,0,0,0,0,0,1,0,2017,5,22
3380,0.0,19.5,,,,,,0,0,0,0,0,1,0,2017,5,23
3381,0.0,16.8,,,,,,0,0,0,0,0,1,0,2017,5,24
3382,0.0,15.2,,,,,,0,0,0,0,0,1,0,2017,5,25
3383,0.0,17.4,,,,,,0,0,0,0,0,1,0,2017,5,26
3384,0.0,16.7,,,,,,0,0,0,0,0,1,0,2017,5,27
3385,0.0,17.4,,,,,,0,0,0,0,0,1,0,2017,5,28
3386,0.0,20.0,,,,,,0,0,0,0,0,1,0,2017,5,29
3387,0.0,20.2,,,,,,0,0,0,0,0,1,0,2017,5,30
3388,0.0,21.5,,,,,,0,0,0,0,0,1,0,2017,5,31
3389,0.0,21.6,,,,,,0,0,0,0,0,1,0,2017,6,1
3390,0.0,22.3,,,,,,0,0,0,0,0,1,0,2017,6,2
3391,0.0,21.9,,,,,,0,0,0,0,0,1,0,2017,6,3
3392,0.0,23.5,,,,,,0,0,0,0,0,1,0,2017,6,4
3393,1.0,24.3,,,,,,0,0,0,0,0,1,0,2017,6,5
3394,3.0,24.6,,,,,,0,0,0,0,0,1,0,2017,6,6
3395,0.0,22.8,,,,,,0,0,0,0,0,1,0,2017,6,7
3396,1.0,17.4,,,,,,0,0,0,0,0,1,0,2017,6,8
3397,0.0,18.1,,,,,,0,0,0,0,0,1,0,2017,6,9
3398,0.0,19.8,,,,,,0,0,0,0,0,1,0,2017,6,10
3399,0.0,19.7,,,,,,0,0,0,0,0,1,0,2017,6,11
3400,1.0,22.0,,,,,,0,0,0,0,0,1,0,2017,6,12
3401,1.0,23.0,,,,,,0,0,0,0,0,1,0,2017,6,13
3402,1.0,22.0,,,,,,0,0,0,0,0,1,0,2017,6,14
3403,1.0,20.8,,,,,,0,0,0,0,0,1,0,2017,6,15
3404,1.0,21.5,,,,,,0,0,0,0,0,1,0,2017,6,16
3405,1.0,19.6,,,,,,0,0,0,0,0,1,0,2017,6,17
3406,1.0,14.9,,,,,,0,0,0,0,0,1,0,2017,6,18
3407,0.0,20.8,,,,,,0,0,0,0,0,1,0,2017,6,19
3408,1.0,22.6,,,,,,0,0,0,0,0,1,0,2017,6,20
3409,1.0,24.0,,,,,,0,0,0,0,0,1,0,2017,6,21
3410,4.0,25.5,,,,,,0,0,0,0,0,1,0,2017,6,22
3411,2.0,26.6,,,,,,0,0,0,0,0,1,0,2017,6,23
3412,1.0,25.2,,,,,,0,0,0,0,0,1,0,2017,6,24
3413,2.0,25.9,,,,,,0,0,0,0,0,1,0,2017,6,25
3414,0.0,25.2,,,,,,0,0,0,0,0,1,0,2017,6,26
3415,1.0,24.8,,,,,,0,0,0,0,0,1,0,2017,6,27
3416,7.0,28.5,,103.0,18.8,,1007.9,0,0,0,0,0,1,0,2017,6,28
3417,3.0,,,,,,,0,0,0,0,0,1,0,2017,6,29
3418,0.0,,,,,,,0,0,0,0,0,1,0,2017,6,30
3419,1.0,25.3,,,,,,0,0,0,0,0,1,0,2017,7,1
3420,0.0,22.3,,,,,,0,0,0,0,0,1,0,2017,7,2
3421,1.0,19.8,,,,,,0,0,0,0,0,1,0,2017,7,3
3422,1.0,20.6,,,,,,0,0,0,0,0,1,0,2017,7,4
3423,0.0,22.4,,,,,,0,0,0,0,0,1,0,2017,7,5
3424,0.0,25.3,,,,,,0,0,0,0,0,1,0,2017,7,6
3425,0.0,26.2,,,,,,0,0,0,0,0,1,0,2017,7,7
3426,0.0,26.1,,,,,,0,0,0,0,0,1,0,2017,7,8
3427,0.0,26.9,,,,,,0,0,0,0,0,1,0,2017,7,9
3428,3.0,28.7,,,,,,0,0,0,0,0,1,0,2017,7,10
3429,1.0,32.3,,,,,,0,0,0,0,0,1,0,2017,7,11
3430,0.0,27.8,,,,,,0,0,0,0,0,1,0,2017,7,12
3431,1.0,24.4,,,,,,0,0,0,0,0,1,0,2017,7,13
3432,0.0,21.0,,,,,,0,0,0,0,0,1,0,2017,7,14
3433,0.0,21.2,,,,,,0,0,0,0,0,1,0,2017,7,15
3434,0.0,19.6,,,,,,0,0,0,0,0,1,0,2017,7,16
3435,1.0,21.6,,,,,,0,0,0,0,0,1,0,2017,7,17
3436,0.0,23.8,,,,,,0,0,0,0,0,1,0,2017,7,18
3437,0.0,26.0,,,,,,0,0,0,0,0,1,0,2017,7,19
3438,0.0,29.5,,,,,,0,0,0,0,0,1,0,2017,7,20
3439,0.0,30.4,,,,,,0,0,0,0,0,1,0,2017,7,21
3440,1.0,29.3,,,,,,0,0,0,0,0,1,0,2017,7,22
3441,1.0,29.0,,,,,,0,0,0,0,0,1,0,2017,7,23
3442,2.0,29.0,,,,,,0,0,0,0,0,1,0,2017,7,24
3443,3.0,22.9,,,,,,0,0,0,0,0,1,0,2017,7,25
3444,1.0,19.9,,,,,,0,0,0,0,0,1,0,2017,7,26
3445,0.0,19.1,,,,,,0,0,0,0,0,1,0,2017,7,27
3446,1.0,20.8,,,,,,0,0,0,0,0,1,0,2017,7,28
3447,1.0,23.4,,,,,,0,0,0,0,0,1,0,2017,7,29
3448,1.0,26.3,,,,,,0,0,0,0,0,1,0,2017,7,30
3449,4.0,30.4,,,,,,0,0,0,0,0,1,0,2017,7,31
3450,3.0,29.1,,,,,,0,0,0,0,0,1,0,2017,8,1
3451,1.0,30.7,,,,,,0,0,0,0,0,1,0,2017,8,2
3452,3.0,28.9,,309.0,6.3,,1015.8,0,0,0,0,0,1,0,2017,8,3
3453,9.0,29.3,,,,,,0,0,0,0,0,1,0,2017,8,4
3454,9.0,30.9,,,,,,0,0,0,0,0,1,0,2017,8,5
3455,13.0,29.4,,,,,,0,0,0,0,0,1,0,2017,8,6
3456,20.0,23.4,,,,,,0,0,0,0,0,1,0,2017,8,7
3457,30.0,,,,,,,0,0,0,0,0,1,0,2017,8,8
3458,17.0,29.0,,,,,,0,0,0,0,0,1,0,2017,8,9
3459,40.0,31.1,,,,,,0,0,0,0,0,1,0,2017,8,10
3460,82.0,30.2,,,,,,0,0,0,0,0,1,0,2017,8,11
3461,34.0,27.5,,,,,,0,0,0,0,0,1,0,2017,8,12
3462,55.0,17.2,,,,,,0,0,0,0,0,1,0,2017,8,13
3463,18.0,20.0,,,,,,0,0,0,0,0,1,0,2017,8,14
3464,42.0,,,,,,,0,0,0,0,0,1,0,2017,8,15
3465,58.0,24.2,,,,,,0,0,0,0,0,1,0,2017,8,16
3466,79.0,24.8,,,,,,0,0,0,0,0,1,0,2017,8,17
3467,26.0,25.1,,,,,,0,0,0,0,0,1,0,2017,8,18
3468,141.0,27.2,,,,,,0,0,0,0,0,1,0,2017,8,19
3469,133.0,23.1,,,,,,0,0,0,0,0,1,0,2017,8,20
3470,55.0,18.1,,,,,,0,0,0,0,0,1,0,2017,8,21
3471,57.0,17.4,,,,,,0,0,0,0,0,1,0,2017,8,22
3472,11.0,18.0,,,,,,0,0,0,0,0,1,0,2017,8,23
3473,84.0,18.7,,,,,,0,0,0,0,0,1,0,2017,8,24
3474,278.0,21.5,,,,,,0,0,0,0,0,1,0,2017,8,25
3475,149.0,24.2,,,,,,0,0,0,0,0,1,0,2017,8,26
3476,253.0,24.7,,,,,,0,0,0,0,0,1,0,2017,8,27
3477,279.0,22.2,,,,,,0,0,0,0,0,1,0,2017,8,28
3478,463.0,20.9,,,,,,0,0,0,0,0,1,0,2017,8,29
3479,196.0,22.2,,,,,,0,0,0,0,0,1,0,2017,8,30
3480,316.0,23.1,,,,,,0,0,0,0,0,1,0,2017,8,31
3481,502.0,24.3,,,,,,0,0,0,0,0,1,0,2017,9,1
3482,541.0,24.0,,,,,,0,0,0,0,0,1,0,2017,9,2
3483,121.0,18.3,,,,,,0,0,0,0,0,1,0,2017,9,3
3484,68.0,16.2,,,,,,0,0,0,0,0,1,0,2017,9,4
3485,119.0,16.3,,,,,,0,0,0,0,0,1,0,2017,9,5
3486,112.0,18.8,,,,,,0,0,0,0,0,1,0,2017,9,6
3487,255.0,20.3,,351.0,6.5,,1014.4,0,0,0,0,0,1,0,2017,9,7
3488,119.0,18.8,,,,,,0,0,0,0,0,1,0,2017,9,8
3489,145.0,20.8,,,,,,0,0,0,0,0,1,0,2017,9,9
3490,140.0,23.8,,,,,,0,0,0,0,0,1,0,2017,9,10
3491,434.0,26.3,,,,,,0,0,0,0,0,1,0,2017,9,11
3492,178.0,19.6,,,,,,0,0,0,0,0,1,0,2017,9,12
3493,42.0,17.5,,,,,,0,0,0,0,0,1,0,2017,9,13
3494,67.0,19.2,,,,,,0,0,0,0,0,1,0,2017,9,14
3495,80.0,18.5,,,,,,0,0,0,0,0,1,0,2017,9,15
3496,164.0,21.7,,,,,,0,0,0,0,0,1,0,2017,9,16
3497,121.0,23.7,,,,,,0,0,0,0,0,1,0,2017,9,17
3498,54.0,,,,,,,0,0,0,0,0,1,0,2017,9,18
3499,30.0,18.6,,,,,,0,0,0,0,0,1,0,2017,9,19
3500,11.0,14.5,,,,,,0,0,0,0,0,1,0,2017,9,20
3501,17.0,12.1,,,,,,0,0,0,0,0,1,0,2017,9,21
3502,17.0,12.3,,,,,,0,0,0,0,0,1,0,2017,9,22
3503,11.0,14.6,,,,,,0,0,0,0,0,1,0,2017,9,23
3504,16.0,15.4,,,,,,0,0,0,0,0,1,0,2017,9,24
3505,8.0,15.6,,,,,,0,0,0,0,0,1,0,2017,9,25
3506,15.0,17.0,,,,,,0,0,0,0,0,1,0,2017,9,26
3507,59.0,16.6,,,,,,0,0,0,0,0,1,0,2017,9,27
3508,25.0,15.3,,,,,,0,0,0,0,0,1,0,2017,9,28
3509,23.0,13.3,,,,,,0,0,0,0,0,1,0,2017,9,29
3510,19.0,12.1,,,,,,0,0,0,0,0,1,0,2017,9,30
3511,17.0,13.0,,,,,,0,0,0,0,0,1,0,2017,10,1
3512,11.0,14.6,,,,,,0,0,0,0,0,1,0,2017,10,2
3513,8.0,16.2,,,,,,0,0,0,0,0,1,0,2017,10,3
3514,5.0,15.1,,,,,,0,0,0,0,0,1,0,2017,10,4
3515,4.0,14.0,,,,,,0,0,0,0,0,1,0,2017,10,5
3516,1.0,12.1,,,,,,0,0,0,0,0,1,0,2017,10,6
3517,3.0,9.6,,,,,,0,0,0,0,0,1,0,2017,10,7
3518,0.0,9.5,,,,,,0,0,0,0,0,1,0,2017,10,8
3519,3.0,12.1,,,,,,0,0,0,0,0,1,0,2017,10,9
3520,1.0,10.0,,,,,,0,0,0,0,0,1,0,2017,10,10
3521,2.0,12.1,,,,,,0,0,0,0,0,1,0,2017,10,11
3522,1.0,12.5,,,,,,0,0,0,0,0,1,0,2017,10,12
3523,5.0,12.9,,,,,,0,0,0,0,0,1,0,2017,10,13
3524,0.0,12.6,,,,,,0,0,0,0,0,1,0,2017,10,14
3525,2.0,12.2,,,,,,0,0,0,0,0,1,0,2017,10,15
3526,1.0,13.6,,,,,,0,0,0,0,0,1,0,2017,10,16
3527,0.0,14.7,,,,,,0,0,0,0,0,1,0,2017,10,17
3528,7.0,20.7,,,,,,0,0,0,0,0,1,0,2017,10,18
3529,1.0,18.5,,,,,,0,0,0,0,0,1,0,2017,10,19
3530,0.0,13.8,,,,,,0,0,0,0,0,1,0,2017,10,20
3531,0.0,12.7,,,,,,0,0,0,0,0,1,0,2017,10,21
3532,2.0,12.7,,,,,,0,0,0,0,0,1,0,2017,10,22
3533,3.0,12.5,,,,,,0,0,0,0,0,1,0,2017,10,23
3534,1.0,10.1,,,,,,0,0,0,0,0,1,0,2017,10,24
3535,1.0,10.2,,,,,,0,0,0,0,0,1,0,2017,10,25
3536,1.0,11.2,,,,,,0,0,0,0,0,1,0,2017,10,26
3537,1.0,11.4,,,,,,0,0,0,0,0,1,0,2017,10,27
3538,0.0,9.6,,,,,,0,0,0,0,0,1,0,2017,10,28
3539,0.0,9.5,,145.0,5.1,,1005.7,0,0,0,0,0,1,0,2017,10,29
3540,0.0,7.8,,,,,,0,0,0,0,0,1,0,2017,10,30
3541,0.0,5.8,,,,,,0,0,0,0,0,1,0,2017,10,31
3542,0.0,6.6,,,,,,0,0,0,0,0,1,0,2017,11,1
3543,0.0,7.3,,,,,,0,0,0,0,0,1,0,2017,11,2
3544,0.0,7.4,,,,,,0,0,0,0,0,1,0,2017,11,3
3545,0.0,9.0,,,,,,0,0,0,0,0,1,0,2017,11,4
3546,0.0,10.9,,,,,,0,0,0,0,0,1,0,2017,11,5
3547,0.0,4.8,1.8,50.0,19.2,,1008.5,0,0,0,0,0,0,1,2017,2,6
3548,0.0,1.6,5.1,354.0,16.5,,1014.2,0,0,0,0,0,0,1,2017,2,7
3549,0.0,0.1,2.8,,,,1022.9,0,0,0,0,0,0,1,2017,2,8
3550,0.0,-0.4,0.0,30.0,9.2,,1029.5,0,0,0,0,0,0,1,2017,2,9
3551,0.0,0.7,0.0,150.0,6.4,,1030.5,0,0,0,0,0,0,1,2017,2,10
3552,0.0,-0.4,0.0,122.0,9.8,,1030.6,0,0,0,0,0,0,1,2017,2,11
3553,0.0,-1.3,0.0,132.0,10.1,,1034.3,0,0,0,0,0,0,1,2017,2,12
3554,1.0,-2.7,0.0,,,,1037.1,0,0,0,0,0,0,1,2017,2,13
3555,0.0,-2.0,0.0,241.0,6.4,,1038.3,0,0,0,0,0,0,1,2017,2,14
3556,0.0,-3.0,0.0,,,,1038.1,0,0,0,0,0,0,1,2017,2,15
3557,0.0,-1.8,0.0,10.0,6.0,,1035.7,0,0,0,0,0,0,1,2017,2,16
3558,0.0,-1.4,0.0,,,,1026.3,0,0,0,0,0,0,1,2017,2,17
3559,0.0,1.0,0.0,,,,1024.8,0,0,0,0,0,0,1,2017,2,18
3560,1.0,0.6,0.0,42.0,6.8,,1026.5,0,0,0,0,0,0,1,2017,2,19
3561,0.0,1.0,0.0,,,,1024.1,0,0,0,0,0,0,1,2017,2,20
3562,0.0,4.2,0.0,206.0,14.3,,1015.5,0,0,0,0,0,0,1,2017,2,21
3563,0.0,7.8,0.3,230.0,14.7,,1014.5,0,0,0,0,0,0,1,2017,2,22
3564,0.0,10.1,0.0,222.0,15.5,,1009.9,0,0,0,0,0,0,1,2017,2,23
3565,0.0,8.2,0.0,250.0,20.3,,1008.7,0,0,0,0,0,0,1,2017,2,24
3566,0.0,4.8,0.8,296.0,15.6,,1022.2,0,0,0,0,0,0,1,2017,2,25
3567,0.0,3.8,0.0,,,,1022.6,0,0,0,0,0,0,1,2017,2,26
3568,0.0,8.4,0.0,,,,1016.8,0,0,0,0,0,0,1,2017,2,27
3569,0.0,11.8,0.0,183.0,16.2,,1008.2,0,0,0,0,0,0,1,2017,2,28
3570,0.0,7.2,0.5,273.0,18.9,,1006.2,0,0,0,0,0,0,1,2017,3,1
3571,0.0,7.4,5.8,218.0,13.2,,1015.4,0,0,0,0,0,0,1,2017,3,2
3572,0.0,9.1,0.0,243.0,11.0,,1020.8,0,0,0,0,0,0,1,2017,3,3
3573,0.0,11.6,0.0,157.0,22.1,,1012.9,0,0,0,0,0,0,1,2017,3,4
3574,0.0,12.5,0.0,162.0,13.4,,1009.9,0,0,0,0,0,0,1,2017,3,5
3575,0.0,7.8,2.8,220.0,15.2,,1006.8,0,0,0,0,0,0,1,2017,3,6
3576,0.0,6.2,2.5,33.0,14.2,,1007.6,0,0,0,0,0,0,1,2017,3,7
3577,0.0,8.7,2.0,356.0,19.1,,1017.7,0,0,0,0,0,0,1,2017,3,8
3578,0.0,6.4,0.3,,,,1019.7,0,0,0,0,0,0,1,2017,3,9
3579,0.0,4.4,0.0,,,,1014.9,0,0,0,0,0,0,1,2017,3,10
3580,0.0,6.3,0.3,351.0,23.9,,1018.5,0,0,0,0,0,0,1,2017,3,11
3581,0.0,5.2,0.0,,,,1016.9,0,0,0,0,0,0,1,2017,3,12
3582,0.0,7.1,0.0,,,,1021.4,0,0,0,0,0,0,1,2017,3,13
3583,0.0,5.7,0.0,341.0,10.2,,1026.9,0,0,0,0,0,0,1,2017,3,14
3584,0.0,6.8,0.0,325.0,10.1,,1026.5,0,0,0,0,0,0,1,2017,3,15
3585,0.0,8.5,0.0,303.0,15.8,,1022.3,0,0,0,0,0,0,1,2017,3,16
3586,0.0,7.8,0.0,347.0,9.6,,1018.2,0,0,0,0,0,0,1,2017,3,17
3587,0.0,9.4,0.3,206.0,12.6,,1008.2,0,0,0,0,0,0,1,2017,3,18
3588,0.0,9.1,1.8,263.0,18.8,,1010.2,0,0,0,0,0,0,1,2017,3,19
3589,0.0,11.5,0.3,251.0,15.1,,1011.7,0,0,0,0,0,0,1,2017,3,20
3590,0.0,13.2,0.0,160.0,8.7,,1011.5,0,0,0,0,0,0,1,2017,3,21
3591,0.0,16.7,0.0,165.0,10.5,,1011.9,0,0,0,0,0,0,1,2017,3,22
3592,0.0,16.8,0.0,,,,1016.6,0,0,0,0,0,0,1,2017,3,23
3593,0.0,15.3,0.0,261.0,15.9,,1021.2,0,0,0,0,0,0,1,2017,3,24
3594,0.0,10.3,0.0,348.0,15.9,,1023.9,0,0,0,0,0,0,1,2017,3,25
3595,0.0,7.4,0.0,,,,,0,0,0,0,0,0,1,2017,3,26
3596,0.0,6.9,0.0,2.0,12.5,,1026.1,0,0,0,0,0,0,1,2017,3,27
3597,0.0,10.2,0.0,234.0,5.8,,1024.1,0,0,0,0,0,0,1,2017,3,28
3598,0.0,14.3,0.0,255.0,9.6,,1022.1,0,0,0,0,0,0,1,2017,3,29
3599,0.0,13.3,0.0,5.0,10.1,,1024.2,0,0,0,0,0,0,1,2017,3,30
3600,0.0,12.2,0.0,,,,1025.6,0,0,0,0,0,0,1,2017,3,31
3601,0.0,14.9,0.0,137.0,15.9,,1018.8,0,0,0,0,0,0,1,2017,4,1
3602,0.0,15.6,0.0,144.0,14.3,,1017.5,0,0,0,0,0,0,1,2017,4,2
3603,0.0,15.6,0.0,39.0,8.2,,1017.7,0,0,0,0,0,0,1,2017,4,3
3604,0.0,13.8,,129.0,12.8,,1016.4,0,0,0,0,0,0,1,2017,4,4
3605,0.0,11.4,0.0,108.0,9.2,,1016.6,0,0,0,0,0,0,1,2017,4,5
3606,0.0,9.1,1.5,283.0,22.2,,1013.8,0,0,0,0,0,0,1,2017,4,6
3607,0.0,7.2,1.8,,,,,0,0,0,0,0,0,1,2017,4,7
3608,0.0,11.0,0.0,303.0,13.9,,1019.0,0,0,0,0,0,0,1,2017,4,8
3609,0.0,11.8,0.0,15.0,7.6,,1025.7,0,0,0,0,0,0,1,2017,4,9
3610,0.0,12.7,0.0,,,,1021.9,0,0,0,0,0,0,1,2017,4,10
3611,0.0,11.8,0.0,266.0,16.8,,1017.1,0,0,0,0,0,0,1,2017,4,11
3612,0.0,9.1,1.3,307.0,8.3,,1021.0,0,0,0,0,0,0,1,2017,4,12
3613,0.0,12.9,0.0,226.0,13.2,,1012.3,0,0,0,0,0,0,1,2017,4,13
3614,0.0,11.6,0.0,,,,1015.3,0,0,0,0,0,0,1,2017,4,14
3615,0.0,11.5,0.0,119.0,4.7,,1015.8,0,0,0,0,0,0,1,2017,4,15
3616,0.0,11.3,0.8,297.0,16.2,,1013.5,0,0,0,0,0,0,1,2017,4,16
3617,0.0,7.8,0.0,333.0,10.2,,1015.4,0,0,0,0,0,0,1,2017,4,17
3618,0.0,7.7,0.0,278.0,13.2,,1013.3,0,0,0,0,0,0,1,2017,4,18
3619,0.0,3.2,18.5,283.0,18.0,,1010.7,0,0,0,0,0,0,1,2017,4,19
3620,0.0,3.5,3.3,7.0,19.5,,1017.7,0,0,0,0,0,0,1,2017,4,20
3621,0.0,5.3,7.4,315.0,19.8,,1025.8,0,0,0,0,0,0,1,2017,4,21
3622,0.0,8.4,0.0,246.0,13.1,,1019.8,0,0,0,0,0,0,1,2017,4,22
3623,0.0,8.3,0.0,298.0,21.9,,1018.0,0,0,0,0,0,0,1,2017,4,23
3624,0.0,9.2,0.5,244.0,12.5,,1021.8,0,0,0,0,0,0,1,2017,4,24
3625,0.0,13.7,0.0,167.0,18.2,,1014.6,0,0,0,0,0,0,1,2017,4,25
3626,0.0,15.6,0.0,166.0,15.3,,1012.1,0,0,0,0,0,0,1,2017,4,26
3627,0.0,17.6,0.0,167.0,12.5,,1011.1,0,0,0,0,0,0,1,2017,4,27
3628,0.0,17.4,0.3,150.0,17.3,,1007.8,0,0,0,0,0,0,1,2017,4,28
3629,0.0,8.8,0.5,287.0,14.1,,1016.2,0,0,0,0,0,0,1,2017,4,29
3630,0.0,9.8,1.0,22.0,9.6,,1018.4,0,0,0,0,0,0,1,2017,4,30
3631,0.0,13.4,0.0,68.0,9.3,,1015.3,0,0,0,0,0,0,1,2017,5,1
3632,0.0,17.4,0.0,150.0,8.3,,1015.4,0,0,0,0,0,0,1,2017,5,2
3633,0.0,18.6,0.0,25.0,11.4,,1015.9,0,0,0,0,0,0,1,2017,5,3
3634,0.0,16.2,3.3,172.0,7.3,,1016.2,0,0,0,0,0,0,1,2017,5,4
3635,0.0,14.2,0.0,350.0,10.4,,1014.5,0,0,0,0,0,0,1,2017,5,5
3636,0.0,14.9,6.6,,,,1013.3,0,0,0,0,0,0,1,2017,5,6
3637,0.0,14.0,0.3,303.0,8.5,,1007.6,0,0,0,0,0,0,1,2017,5,7
3638,0.0,14.2,3.3,324.0,14.3,,1007.1,0,0,0,0,0,0,1,2017,5,8
3639,0.0,10.6,0.3,6.0,14.0,,1010.6,0,0,0,0,0,0,1,2017,5,9
3640,0.0,9.4,0.5,260.0,8.3,,1014.8,0,0,0,0,0,0,1,2017,5,10
3641,0.0,15.9,0.0,162.0,14.9,,1010.9,0,0,0,0,0,0,1,2017,5,11
3642,0.0,19.0,,173.0,15.2,,1006.8,0,0,0,0,0,0,1,2017,5,12
3643,0.0,17.3,0.0,239.0,13.1,,1009.4,0,0,0,0,0,0,1,2017,5,13
3644,0.0,17.4,5.6,,,,1017.8,0,0,0,0,0,0,1,2017,5,14
3645,0.0,17.4,0.0,5.0,8.7,,1023.9,0,0,0,0,0,0,1,2017,5,15
3646,0.0,18.3,0.0,348.0,13.1,,1025.3,0,0,0,0,0,0,1,2017,5,16
3647,0.0,18.8,0.0,21.0,14.4,,1023.1,0,0,0,0,0,0,1,2017,5,17
3648,0.0,18.8,0.0,172.0,8.1,,1019.7,0,0,0,0,0,0,1,2017,5,18
3649,0.0,19.5,0.0,141.0,8.4,,1014.8,0,0,0,0,0,0,1,2017,5,19
3650,0.0,19.8,0.0,268.0,14.0,,1012.0,0,0,0,0,0,0,1,2017,5,20
3651,0.0,20.0,0.5,339.0,23.1,,1014.2,0,0,0,0,0,0,1,2017,5,21
3652,0.0,19.6,0.0,344.0,13.2,,1016.3,0,0,0,0,0,0,1,2017,5,22
