Unnamed: 0,date,AMBROSIA,batch_id,tavg,prcp,wdir,wspd,wpgt,pres,city_БЕОГРАД - НОВИ БЕОГРАД,city_ВРШАЦ,city_КРАЉЕВО,city_КРАГУЈЕВАЦ,city_НИШ,city_ПОЖАРЕВАЦ,city_СУБОТИЦА
270,2022-08-15,10,79,25.0,0.6,208.0,11.0,,1007.9,0,1,0,0,0,0,0
271,2022-08-16,106,79,25.9,0.0,186.0,14.0,,1009.5,0,1,0,0,0,0,0
272,2022-08-17,49,79,27.0,0.0,230.0,10.5,,1011.5,0,1,0,0,0,0,0
273,2022-08-18,66,79,28.0,0.0,222.0,7.0,,1012.1,0,1,0,0,0,0,0
274,2022-08-19,71,79,30.5,0.0,106.0,7.0,,1010.4,0,1,0,0,0,0,0
275,2022-08-20,22,79,24.3,7.0,23.0,13.3,,1010.3,0,1,0,0,0,0,0
276,2022-08-21,16,79,20.2,19.9,354.0,6.5,,1009.3,0,1,0,0,0,0,0
277,2022-08-22,118,79,20.2,1.7,283.0,5.1,,1009.9,0,1,0,0,0,0,0
278,2022-08-23,130,79,19.7,5.7,357.0,7.9,,1013.2,0,1,0,0,0,0,0
279,2022-08-24,92,79,22.1,0.1,248.0,5.4,,1015.8,0,1,0,0,0,0,0
280,2022-08-29,161,86,22.7,0.9,177.0,7.7,,1016.5,0,1,0,0,0,0,0
281,2022-08-30,294,86,22.1,0.7,216.0,7.5,,1017.3,0,1,0,0,0,0,0
282,2022-08-31,233,86,22.1,0.0,19.0,4.2,,1015.1,0,1,0,0,0,0,0
283,2022-09-01,458,86,19.5,16.0,303.0,4.1,,1013.4,0,1,0,0,0,0,0
284,2022-09-02,41,86,15.7,19.7,225.0,6.9,,1015.5,0,1,0,0,0,0,0
285,2022-09-03,169,86,17.5,0.4,358.0,3.6,,1018.2,0,1,0,0,0,0,0
286,2022-09-04,173,86,19.1,0.1,124.0,9.5,,1020.5,0,1,0,0,0,0,0
287,2022-09-05,95,86,20.8,0.0,117.0,9.4,,1023.5,0,1,0,0,0,0,0
288,2022-09-06,295,86,20.6,0.1,99.0,5.7,,1020.9,0,1,0,0,0,0,0
289,2022-09-07,312,86,23.9,0.0,141.0,23.3,,1017.7,0,1,0,0,0,0,0
290,2022-09-12,33,93,16.3,0.2,296.0,6.3,,1014.8,0,1,0,0,0,0,0
291,2022-09-13,30,93,15.5,0.0,334.0,5.3,,1014.4,0,1,0,0,0,0,0
292,2022-09-14,14,93,21.1,0.0,169.0,16.5,,1011.6,0,1,0,0,0,0,0
293,2022-09-15,12,93,24.7,0.0,188.0,17.3,,1008.8,0,1,0,0,0,0,0
294,2022-09-16,5,93,18.9,4.7,201.0,4.1,,1008.7,0,1,0,0,0,0,0
295,2022-09-17,5,93,14.4,19.3,349.0,12.7,,1004.9,0,1,0,0,0,0,0
296,2022-09-18,10,93,12.8,1.3,277.0,16.1,,1012.8,0,1,0,0,0,0,0
297,2022-09-19,21,93,12.4,1.5,62.0,10.5,,1015.0,0,1,0,0,0,0,0
298,2022-09-20,49,93,12.1,0.5,263.0,7.3,,1018.0,0,1,0,0,0,0,0
299,2022-09-21,23,93,10.1,7.8,306.0,4.6,,1020.3,0,1,0,0,0,0,0
300,2022-09-26,3,100,18.4,6.5,154.0,25.8,,1008.8,0,1,0,0,0,0,0
301,2022-09-27,0,100,16.8,5.5,158.0,10.0,,1002.4,0,1,0,0,0,0,0
302,2022-09-28,4,100,15.8,0.3,62.0,6.9,,1004.3,0,1,0,0,0,0,0
303,2022-09-29,3,100,19.7,4.9,144.0,23.6,,1004.5,0,1,0,0,0,0,0
304,2022-09-30,3,100,20.6,0.0,140.0,18.3,,1012.0,0,1,0,0,0,0,0
305,2022-10-01,3,100,20.3,11.6,150.0,20.0,,1014.8,0,1,0,0,0,0,0
306,2022-10-02,6,100,15.7,4.5,308.0,9.9,,1018.0,0,1,0,0,0,0,0
307,2022-10-03,5,100,14.0,5.6,298.0,11.4,,1017.8,0,1,0,0,0,0,0
308,2022-10-04,1,100,11.0,3.4,251.0,4.3,,1022.6,0,1,0,0,0,0,0
309,2022-10-05,1,100,9.4,0.0,55.0,3.0,,1029.2,0,1,0,0,0,0,0
310,2022-10-10,1,107,13.6,0.0,131.0,18.0,,1023.3,0,1,0,0,0,0,0
311,2022-10-11,1,107,15.9,0.2,150.0,17.5,,1022.0,0,1,0,0,0,0,0
312,2022-10-12,1,107,15.3,0.1,5.0,3.0,,1023.9,0,1,0,0,0,0,0
313,2022-10-13,1,107,17.2,0.0,138.0,10.5,,1022.4,0,1,0,0,0,0,0
314,2022-10-14,0,107,15.4,0.0,88.0,8.3,,1019.6,0,1,0,0,0,0,0
315,2022-10-15,1,107,15.2,0.0,147.0,29.2,,1019.9,0,1,0,0,0,0,0
316,2022-10-16,0,107,16.7,0.0,133.0,26.7,,1024.8,0,1,0,0,0,0,0
317,2022-10-17,1,107,16.9,0.0,125.0,14.6,,1031.6,0,1,0,0,0,0,0
318,2022-10-18,2,107,16.4,0.0,138.0,12.5,,1028.3,0,1,0,0,0,0,0
319,2022-10-19,3,107,11.1,0.0,281.0,6.0,,1022.2,0,1,0,0,0,0,0
320,2022-02-14,0,3,6.1,,210.0,6.5,18.5,1022.7,0,0,0,1,0,0,0
321,2022-02-15,0,3,9.5,,203.0,8.0,22.2,1018.7,0,0,0,1,0,0,0
322,2022-02-16,0,3,8.4,,234.0,4.0,18.5,1017.0,0,0,0,1,0,0,0
323,2022-02-17,0,3,9.3,,200.0,8.5,20.4,1010.2,0,0,0,1,0,0,0
324,2022-02-18,0,3,9.6,,272.0,12.4,47.0,1017.6,0,0,0,1,0,0,0
325,2022-02-19,0,3,9.9,,271.0,8.6,20.4,1017.0,0,0,0,1,0,0,0
326,2022-02-20,0,3,6.0,,292.0,4.3,14.8,1021.3,0,0,0,1,0,0,0
327,2022-02-21,0,3,8.6,,218.0,9.8,20.4,1011.0,0,0,0,1,0,0,0
328,2022-02-22,0,3,5.5,,308.0,13.3,31.5,1013.8,0,0,0,1,0,0,0
329,2022-02-23,0,3,5.9,,278.0,9.3,27.8,1024.3,0,0,0,1,0,0,0
330,2022-02-28,0,10,1.6,,356.0,2.9,13.0,1026.2,0,0,0,1,0,0,0
331,2022-03-01,0,10,1.6,,342.0,6.3,20.4,1027.3,0,0,0,1,0,0,0
332,2022-03-02,0,10,2.6,,282.0,8.8,31.5,1023.1,0,0,0,1,0,0,0
333,2022-03-03,0,10,4.2,,254.0,7.2,25.9,1017.9,0,0,0,1,0,0,0
334,2022-03-04,0,10,2.2,,302.0,7.2,22.2,1016.6,0,0,0,1,0,0,0
335,2022-03-05,0,10,2.2,,5.0,7.1,22.2,1018.5,0,0,0,1,0,0,0
336,2022-03-06,0,10,0.7,,9.0,3.4,14.8,1017.4,0,0,0,1,0,0,0
337,2022-03-07,0,10,0.6,,328.0,6.2,16.7,1019.0,0,0,0,1,0,0,0
338,2022-03-08,0,10,-0.4,,282.0,8.8,27.8,1020.9,0,0,0,1,0,0,0
339,2022-03-09,0,10,0.4,,239.0,10.1,35.2,1022.1,0,0,0,1,0,0,0
340,2022-03-14,0,17,3.0,,134.0,4.9,22.2,1034.2,0,0,0,1,0,0,0
341,2022-03-15,0,17,6.7,,183.0,5.3,18.5,1033.3,0,0,0,1,0,0,0
342,2022-03-16,0,17,9.4,,213.0,7.2,22.2,1024.2,0,0,0,1,0,0,0
343,2022-03-17,0,17,5.5,,44.0,4.8,18.5,1030.6,0,0,0,1,0,0,0
344,2022-03-18,0,17,2.3,,79.0,5.2,20.4,1038.8,0,0,0,1,0,0,0
345,2022-03-19,0,17,2.2,,79.0,5.0,18.5,1039.9,0,0,0,1,0,0,0
346,2022-03-20,0,17,3.2,,73.0,6.6,22.2,1040.7,0,0,0,1,0,0,0
347,2022-03-21,0,17,2.6,,347.0,5.6,24.1,1037.7,0,0,0,1,0,0,0
348,2022-03-22,0,17,6.2,,290.0,8.3,31.5,1034.2,0,0,0,1,0,0,0
349,2022-03-23,0,17,8.3,,337.0,6.0,20.4,1030.8,0,0,0,1,0,0,0
350,2022-03-28,0,24,10.4,,1.0,3.5,13.0,1025.6,0,0,0,1,0,0,0
351,2022-03-29,0,24,13.7,,197.0,6.3,20.4,1014.3,0,0,0,1,0,0,0
352,2022-03-30,0,24,14.3,,204.0,8.2,27.8,1008.6,0,0,0,1,0,0,0
353,2022-03-31,0,24,15.7,,154.0,13.3,43.0,999.1,0,0,0,1,0,0,0
354,2022-04-01,0,24,15.1,,145.0,10.0,43.0,995.4,0,0,0,1,0,0,0
355,2022-04-02,0,24,10.8,,345.0,10.5,58.0,1001.7,0,0,0,1,0,0,0
356,2022-04-03,0,24,4.2,,325.0,9.7,33.3,1014.3,0,0,0,1,0,0,0
357,2022-04-04,0,24,4.9,,124.0,4.5,13.0,1021.1,0,0,0,1,0,0,0
358,2022-04-05,0,24,8.9,,221.0,7.5,16.7,1013.6,0,0,0,1,0,0,0
359,2022-04-06,0,24,13.2,,169.0,7.0,22.2,1011.1,0,0,0,1,0,0,0
360,2022-04-11,0,31,7.4,,298.0,15.5,43.0,1022.2,0,0,0,1,0,0,0
361,2022-04-12,0,31,9.2,,203.0,6.7,16.7,1021.9,0,0,0,1,0,0,0
362,2022-04-13,0,31,9.8,,337.0,6.2,25.9,1021.4,0,0,0,1,0,0,0
363,2022-04-14,0,31,10.9,,143.0,5.0,14.8,1021.8,0,0,0,1,0,0,0
364,2022-04-15,0,31,14.4,,272.0,6.0,22.2,1018.9,0,0,0,1,0,0,0
365,2022-04-16,0,31,12.5,,283.0,10.0,31.5,1019.1,0,0,0,1,0,0,0
366,2022-04-17,0,31,6.3,,340.0,12.5,29.6,1019.7,0,0,0,1,0,0,0
367,2022-04-18,0,31,6.5,,345.0,7.1,25.9,1015.9,0,0,0,1,0,0,0
368,2022-04-19,0,31,7.6,,258.0,6.1,22.2,1014.0,0,0,0,1,0,0,0
369,2022-04-20,0,31,5.6,,277.0,5.6,18.5,1015.2,0,0,0,1,0,0,0
370,2022-05-09,0,38,16.2,,337.0,5.1,16.7,1021.3,0,0,0,1,0,0,0
371,2022-05-10,0,38,15.3,,337.0,5.4,24.1,1021.3,0,0,0,1,0,0,0
372,2022-05-11,0,38,17.1,,321.0,4.7,14.8,1020.8,0,0,0,1,0,0,0
373,2022-05-12,0,38,19.5,,214.0,5.8,16.7,1019.8,0,0,0,1,0,0,0
374,2022-05-13,0,38,21.4,,303.0,6.5,14.8,1017.2,0,0,0,1,0,0,0
375,2022-05-14,0,38,21.0,,263.0,11.1,31.5,1017.3,0,0,0,1,0,0,0
376,2022-05-15,0,38,20.1,,237.0,8.0,22.2,1019.1,0,0,0,1,0,0,0
377,2022-05-16,0,38,19.8,,249.0,5.6,14.8,1019.0,0,0,0,1,0,0,0
378,2022-05-17,0,38,19.9,,226.0,7.8,43.0,1016.2,0,0,0,1,0,0,0
379,2022-05-18,0,38,17.0,,315.0,14.1,50.0,1021.1,0,0,0,1,0,0,0
380,2022-05-23,0,45,19.2,,317.0,6.1,18.5,1011.7,0,0,0,1,0,0,0
381,2022-05-24,0,45,21.9,,235.0,5.1,16.7,1009.7,0,0,0,1,0,0,0
382,2022-05-25,0,45,24.6,,193.0,7.7,18.5,1012.0,0,0,0,1,0,0,0
383,2022-05-26,0,45,21.3,,338.0,9.1,18.5,1020.6,0,0,0,1,0,0,0
384,2022-05-27,0,45,21.9,0.0,38.0,4.7,16.7,1018.3,0,0,0,1,0,0,0
385,2022-05-28,0,45,16.4,4.0,322.0,9.6,79.0,1014.2,0,0,0,1,0,0,0
386,2022-05-29,0,45,14.0,0.2,359.0,5.3,18.5,1011.9,0,0,0,1,0,0,0
387,2022-05-30,0,45,17.8,1.0,28.0,4.3,65.0,1011.9,0,0,0,1,0,0,0
388,2022-05-31,0,45,18.2,1.7,317.0,4.9,18.5,1016.9,0,0,0,1,0,0,0
389,2022-06-01,0,45,22.0,0.3,258.0,7.0,16.7,1015.9,0,0,0,1,0,0,0
390,2022-06-06,0,52,21.2,14.4,204.0,5.1,,1014.7,0,0,0,1,0,0,0
391,2022-06-07,0,52,22.1,0.0,151.0,6.3,,1013.4,0,0,0,1,0,0,0
392,2022-06-08,0,52,21.2,5.1,147.0,5.1,,1009.6,0,0,0,1,0,0,0
393,2022-06-09,0,52,20.4,0.0,163.0,6.1,,1007.0,0,0,0,1,0,0,0
394,2022-06-10,0,52,19.9,8.3,8.0,6.0,,1009.9,0,0,0,1,0,0,0
395,2022-06-11,0,52,18.6,23.5,311.0,9.2,,1014.4,0,0,0,1,0,0,0
396,2022-06-12,0,52,19.7,19.6,253.0,10.2,,1015.7,0,0,0,1,0,0,0
397,2022-06-13,0,52,22.5,1.0,319.0,5.7,,1015.3,0,0,0,1,0,0,0
398,2022-06-14,0,52,20.1,0.0,290.0,10.6,29.6,1018.9,0,0,0,1,0,0,0
399,2022-06-15,0,52,19.1,0.0,195.0,6.0,18.5,1021.0,0,0,0,1,0,0,0
400,2022-06-20,0,59,22.8,0.0,198.0,5.1,14.8,1013.2,0,0,0,1,0,0,0
401,2022-06-21,0,59,24.0,0.3,250.0,8.5,58.0,1011.5,0,0,0,1,0,0,0
402,2022-06-22,0,59,22.2,0.0,317.0,5.5,18.5,1013.2,0,0,0,1,0,0,0
403,2022-06-23,0,59,20.0,9.8,334.0,6.9,47.0,1013.7,0,0,0,1,0,0,0
404,2022-06-24,0,59,22.1,0.0,9.0,4.0,16.7,1014.5,0,0,0,1,0,0,0
405,2022-06-25,0,59,23.4,2.2,189.0,6.9,16.7,1012.8,0,0,0,1,0,0,0
406,2022-06-26,0,59,22.7,0.0,197.0,6.5,16.7,1016.0,0,0,0,1,0,0,0
407,2022-06-27,0,59,24.5,0.0,281.0,5.7,14.8,1017.4,0,0,0,1,0,0,0
408,2022-06-28,0,59,24.8,0.0,359.0,5.7,16.7,1016.9,0,0,0,1,0,0,0
409,2022-06-29,0,59,26.2,0.0,146.0,6.9,20.4,1014.5,0,0,0,1,0,0,0
410,2022-07-18,3,66,20.2,0.0,343.0,5.3,18.5,1023.8,0,0,0,1,0,0,0
411,2022-07-19,2,66,22.3,0.0,10.0,5.2,16.7,1021.6,0,0,0,1,0,0,0
412,2022-07-20,4,66,24.1,0.0,207.0,5.0,13.0,1020.2,0,0,0,1,0,0,0
413,2022-07-21,2,66,26.0,0.0,261.0,9.0,24.1,1017.0,0,0,0,1,0,0,0
414,2022-07-22,1,66,26.9,0.0,306.0,6.4,20.4,1016.1,0,0,0,1,0,0,0
415,2022-07-23,2,66,28.2,0.0,217.0,5.1,14.8,1015.0,0,0,0,1,0,0,0
416,2022-07-24,1,66,27.1,1.4,320.0,10.3,40.0,1015.8,0,0,0,1,0,0,0
417,2022-07-25,0,66,26.3,0.0,266.0,6.6,20.4,1014.8,0,0,0,1,0,0,0
418,2022-07-26,0,66,26.5,0.0,322.0,5.7,22.2,1010.3,0,0,0,1,0,0,0
419,2022-07-27,0,66,24.9,0.0,324.0,7.3,18.5,1012.9,0,0,0,1,0,0,0
420,2022-08-01,2,73,21.6,0.0,270.0,6.8,24.1,1014.5,0,0,0,1,0,0,0
421,2022-08-02,1,73,22.8,0.0,277.0,4.9,18.5,1015.1,0,0,0,1,0,0,0
422,2022-08-03,10,73,24.0,0.0,262.0,4.1,16.7,1016.3,0,0,0,1,0,0,0
423,2022-08-04,0,73,24.8,0.0,223.0,4.2,16.7,1015.9,0,0,0,1,0,0,0
424,2022-08-05,1,73,24.9,0.0,158.0,3.7,13.0,1014.6,0,0,0,1,0,0,0
425,2022-08-06,4,73,25.3,0.0,245.0,4.2,14.8,1012.8,0,0,0,1,0,0,0
426,2022-08-07,8,73,24.3,0.2,288.0,5.8,22.2,1015.1,0,0,0,1,0,0,0
427,2022-08-08,10,73,25.7,0.0,23.0,4.0,13.0,1015.7,0,0,0,1,0,0,0
428,2022-08-09,24,73,23.3,3.4,316.0,4.8,18.5,1018.8,0,0,0,1,0,0,0
429,2022-08-10,50,73,23.2,0.0,289.0,6.3,24.1,1018.7,0,0,0,1,0,0,0
430,2022-08-15,40,80,23.5,0.4,217.0,4.6,14.8,1009.0,0,0,0,1,0,0,0
431,2022-08-16,48,80,24.9,0.0,231.0,5.8,16.7,1010.0,0,0,0,1,0,0,0
432,2022-08-17,68,80,25.6,0.0,237.0,5.2,16.7,1012.0,0,0,0,1,0,0,0
433,2022-08-18,12,80,26.5,0.0,226.0,4.2,14.8,1012.1,0,0,0,1,0,0,0
434,2022-08-19,4,80,27.2,0.0,162.0,5.2,16.7,1010.5,0,0,0,1,0,0,0
435,2022-08-20,8,80,23.1,18.4,258.0,3.0,13.0,1009.9,0,0,0,1,0,0,0
436,2022-08-21,0,80,20.6,16.9,258.0,4.3,14.8,1010.1,0,0,0,1,0,0,0
437,2022-08-22,52,80,20.1,1.2,261.0,3.0,11.1,1010.0,0,0,0,1,0,0,0
438,2022-08-23,88,80,19.3,12.5,300.0,2.5,11.1,1012.7,0,0,0,1,0,0,0
439,2022-08-24,74,80,20.9,0.1,290.0,2.9,13.0,1015.8,0,0,0,1,0,0,0
440,2022-08-29,45,87,23.0,4.4,253.0,3.5,14.8,1016.1,0,0,0,1,0,0,0
441,2022-08-30,55,87,21.2,2.0,250.0,3.9,14.8,1017.5,0,0,0,1,0,0,0
442,2022-08-31,88,87,21.9,4.9,236.0,3.8,16.7,1015.1,0,0,0,1,0,0,0
443,2022-09-01,144,87,19.2,3.4,281.0,3.6,16.7,1013.4,0,0,0,1,0,0,0
444,2022-09-02,10,87,15.4,27.4,296.0,3.4,13.0,1016.2,0,0,0,1,0,0,0
445,2022-09-03,70,87,17.7,0.0,210.0,2.4,13.0,1018.2,0,0,0,1,0,0,0
446,2022-09-04,96,87,19.0,2.9,158.0,2.8,13.0,1019.5,0,0,0,1,0,0,0
447,2022-09-05,108,87,19.7,0.2,197.0,2.6,13.0,1023.0,0,0,0,1,0,0,0
448,2022-09-06,40,87,20.5,0.0,166.0,2.9,13.0,1020.7,0,0,0,1,0,0,0
449,2022-09-07,120,87,20.6,0.0,170.0,4.9,16.7,1017.9,0,0,0,1,0,0,0
450,2022-09-12,40,94,17.8,0.2,258.0,7.6,27.8,1015.8,0,0,0,1,0,0,0
451,2022-09-13,18,94,17.4,0.0,240.0,5.9,25.9,1015.2,0,0,0,1,0,0,0
452,2022-09-14,24,94,20.6,0.0,189.0,5.9,16.7,1013.0,0,0,0,1,0,0,0
453,2022-09-15,48,94,23.0,0.0,208.0,6.5,18.5,1010.0,0,0,0,1,0,0,0
454,2022-09-16,30,94,22.4,1.4,223.0,3.6,14.8,1008.3,0,0,0,1,0,0,0
455,2022-09-17,22,94,14.3,10.5,320.0,3.9,18.5,1005.9,0,0,0,1,0,0,0
456,2022-09-18,10,94,12.9,1.4,281.0,9.3,33.3,1014.2,0,0,0,1,0,0,0
457,2022-09-19,5,94,11.1,2.8,224.0,5.9,22.2,1016.2,0,0,0,1,0,0,0
458,2022-09-20,8,94,11.9,0.2,239.0,4.5,24.1,1019.4,0,0,0,1,0,0,0
459,2022-09-21,4,94,10.9,2.4,269.0,7.5,29.6,1020.8,0,0,0,1,0,0,0
460,2022-09-26,4,101,16.8,21.4,178.0,6.2,20.4,1010.9,0,0,0,1,0,0,0
461,2022-09-27,5,101,16.3,2.1,204.0,4.1,22.2,1003.6,0,0,0,1,0,0,0
462,2022-09-28,2,101,15.4,0.8,198.0,4.3,13.0,1005.2,0,0,0,1,0,0,0
463,2022-09-29,3,101,17.4,0.0,175.0,6.8,25.9,1005.4,0,0,0,1,0,0,0
464,2022-09-30,7,101,20.2,0.0,198.0,8.1,25.9,1012.0,0,0,0,1,0,0,0
465,2022-10-01,6,101,17.5,11.8,192.0,6.7,43.0,1016.0,0,0,0,1,0,0,0
466,2022-10-02,8,101,16.6,0.0,284.0,8.3,31.5,1018.9,0,0,0,1,0,0,0
467,2022-10-03,2,101,13.0,3.5,281.0,9.4,50.0,1018.8,0,0,0,1,0,0,0
468,2022-10-04,5,101,13.0,1.0,297.0,9.0,25.9,1023.1,0,0,0,1,0,0,0
469,2022-10-05,0,101,11.3,0.0,330.0,3.7,13.0,1028.9,0,0,0,1,0,0,0
470,2022-10-10,0,108,14.1,0.0,112.0,3.9,16.7,1023.6,0,0,0,1,0,0,0
471,2022-10-11,1,108,13.2,1.0,15.0,3.3,11.1,1021.9,0,0,0,1,0,0,0
472,2022-10-12,0,108,15.3,0.0,356.0,3.1,13.0,1023.9,0,0,0,1,0,0,0
473,2022-10-13,0,108,14.6,0.0,355.0,3.2,13.0,1022.4,0,0,0,1,0,0,0
474,2022-10-14,2,108,12.1,0.0,17.0,2.8,14.8,1019.7,0,0,0,1,0,0,0
475,2022-10-15,0,108,11.6,0.0,57.0,4.0,18.5,1020.3,0,0,0,1,0,0,0
476,2022-10-16,1,108,14.2,0.0,177.0,5.1,18.5,1024.2,0,0,0,1,0,0,0
477,2022-10-17,2,108,11.5,0.0,16.0,2.5,18.5,1031.2,0,0,0,1,0,0,0
478,2022-10-18,0,108,10.7,0.0,70.0,4.1,16.7,1029.2,0,0,0,1,0,0,0
479,2022-10-19,1,108,11.7,0.4,294.0,7.7,22.2,1022.8,0,0,0,1,0,0,0
480,2022-02-14,0,4,3.9,,231.0,4.5,18.5,1022.7,0,0,1,0,0,0,0
481,2022-02-15,0,4,8.8,,136.0,9.5,20.4,1018.5,0,0,1,0,0,0,0
482,2022-02-16,0,4,8.2,,344.0,3.4,20.4,1016.4,0,0,1,0,0,0,0
483,2022-02-17,0,4,7.6,,316.0,4.9,13.0,1010.1,0,0,1,0,0,0,0
484,2022-02-18,0,4,9.2,,279.0,8.0,25.9,1017.6,0,0,1,0,0,0,0
485,2022-02-19,0,4,8.7,,17.0,4.4,18.5,1017.0,0,0,1,0,0,0,0
486,2022-02-20,0,4,6.6,,256.0,4.0,13.0,1020.6,0,0,1,0,0,0,0
487,2022-02-21,0,4,6.8,,341.0,4.4,18.5,1010.8,0,0,1,0,0,0,0
488,2022-02-22,0,4,4.8,,271.0,10.5,27.8,1013.7,0,0,1,0,0,0,0
489,2022-02-23,0,4,5.6,,275.0,6.8,24.1,1024.6,0,0,1,0,0,0,0
490,2022-02-28,0,11,1.7,,263.0,3.8,13.0,1026.0,0,0,1,0,0,0,0
491,2022-03-01,0,11,1.2,,270.0,5.5,16.7,1027.4,0,0,1,0,0,0,0
492,2022-03-02,0,11,2.3,,290.0,7.1,25.9,1022.9,0,0,1,0,0,0,0
493,2022-03-03,0,11,3.9,,276.0,7.5,22.2,1017.8,0,0,1,0,0,0,0
494,2022-03-04,0,11,2.5,,277.0,5.7,18.5,1016.6,0,0,1,0,0,0,0
495,2022-03-05,0,11,2.8,,359.0,5.9,14.8,1017.9,0,0,1,0,0,0,0
496,2022-03-06,0,11,0.4,,70.0,4.2,16.7,1016.5,0,0,1,0,0,0,0
497,2022-03-07,0,11,0.6,,273.0,6.2,18.5,1018.6,0,0,1,0,0,0,0
498,2022-03-08,0,11,-0.6,,270.0,7.7,22.2,1021.0,0,0,1,0,0,0,0
499,2022-03-09,0,11,0.2,,273.0,8.8,40.0,1022.2,0,0,1,0,0,0,0
500,2022-03-14,0,18,3.2,,130.0,5.6,18.5,1034.1,0,0,1,0,0,0,0
501,2022-03-15,0,18,6.1,,120.0,3.9,13.0,1033.3,0,0,1,0,0,0,0
502,2022-03-16,0,18,8.6,,39.0,4.1,14.8,1024.3,0,0,1,0,0,0,0
503,2022-03-17,0,18,5.4,,126.0,8.0,18.5,1030.5,0,0,1,0,0,0,0
504,2022-03-18,0,18,3.7,,106.0,9.3,25.9,1038.2,0,0,1,0,0,0,0
505,2022-03-19,0,18,2.4,,100.0,7.2,22.2,1039.3,0,0,1,0,0,0,0
506,2022-03-20,0,18,2.5,,116.0,7.5,24.1,1040.3,0,0,1,0,0,0,0
507,2022-03-21,0,18,3.2,,280.0,4.7,18.5,1037.6,0,0,1,0,0,0,0
508,2022-03-22,0,18,6.4,,274.0,7.4,31.5,1034.2,0,0,1,0,0,0,0
509,2022-03-23,0,18,8.4,,223.0,5.5,16.7,1030.9,0,0,1,0,0,0,0
510,2022-03-28,0,25,11.5,,98.0,5.1,16.7,1025.3,0,0,1,0,0,0,0
511,2022-03-29,0,25,13.3,,54.0,4.1,13.0,1014.2,0,0,1,0,0,0,0
512,2022-03-30,0,25,13.3,,181.0,5.6,18.5,1008.3,0,0,1,0,0,0,0
513,2022-03-31,0,25,16.3,,136.0,10.5,29.6,998.2,0,0,1,0,0,0,0
514,2022-04-01,0,25,16.1,,160.0,12.0,43.0,993.9,0,0,1,0,0,0,0
515,2022-04-02,0,25,12.5,,228.0,12.0,58.0,1000.8,0,0,1,0,0,0,0
516,2022-04-03,0,25,4.4,,286.0,7.1,27.8,1013.6,0,0,1,0,0,0,0
517,2022-04-04,0,25,5.6,,189.0,4.5,13.0,1020.2,0,0,1,0,0,0,0
518,2022-04-05,0,25,8.2,,359.0,3.5,13.0,1013.3,0,0,1,0,0,0,0
519,2022-04-06,0,25,13.2,,91.0,6.9,27.8,1010.5,0,0,1,0,0,0,0
520,2022-04-11,0,32,7.5,,285.0,13.5,33.3,1022.0,0,0,1,0,0,0,0
521,2022-04-12,0,32,8.8,,2.0,4.2,14.8,1021.6,0,0,1,0,0,0,0
522,2022-04-13,0,32,11.1,,259.0,6.1,14.8,1020.8,0,0,1,0,0,0,0
523,2022-04-14,0,32,12.0,,236.0,4.3,13.0,1021.5,0,0,1,0,0,0,0
524,2022-04-15,0,32,14.4,,325.0,4.4,14.8,1018.7,0,0,1,0,0,0,0
525,2022-04-16,0,32,12.8,,282.0,7.3,25.9,1018.9,0,0,1,0,0,0,0
526,2022-04-17,0,32,7.2,,307.0,13.2,43.0,1019.1,0,0,1,0,0,0,0
527,2022-04-18,0,32,7.0,,299.0,6.1,20.4,1015.2,0,0,1,0,0,0,0
528,2022-04-19,0,32,8.0,,228.0,6.3,14.8,1013.5,0,0,1,0,0,0,0
529,2022-04-20,0,32,5.6,,233.0,4.6,14.8,1015.0,0,0,1,0,0,0,0
530,2022-05-09,0,39,16.8,,280.0,5.2,14.8,1021.1,0,0,1,0,0,0,0
531,2022-05-10,0,39,15.9,,317.0,5.8,20.4,1020.8,0,0,1,0,0,0,0
532,2022-05-11,0,39,17.0,,319.0,4.8,14.8,1020.6,0,0,1,0,0,0,0
533,2022-05-12,0,39,19.3,,8.0,3.8,14.8,1019.7,0,0,1,0,0,0,0
534,2022-05-13,0,39,21.2,,315.0,4.7,13.0,1017.0,0,0,1,0,0,0,0
535,2022-05-14,0,39,20.9,,269.0,9.2,25.9,1017.3,0,0,1,0,0,0,0
536,2022-05-15,0,39,19.4,,295.0,5.5,18.5,1019.2,0,0,1,0,0,0,0
537,2022-05-16,0,39,19.6,,354.0,4.0,13.0,1018.7,0,0,1,0,0,0,0
538,2022-05-17,0,39,19.2,,328.0,5.5,24.1,1016.5,0,0,1,0,0,0,0
539,2022-05-18,0,39,16.6,,292.0,11.0,47.0,1021.3,0,0,1,0,0,0,0
540,2022-05-23,0,46,19.6,,5.0,4.3,13.0,1011.5,0,0,1,0,0,0,0
541,2022-05-24,0,46,22.0,,89.0,7.4,18.5,1009.1,0,0,1,0,0,0,0
542,2022-05-25,0,46,22.9,,84.0,7.6,40.0,1012.2,0,0,1,0,0,0,0
543,2022-05-26,0,46,21.8,,290.0,6.9,14.8,1020.4,0,0,1,0,0,0,0
544,2022-05-27,0,46,21.9,0.0,104.0,5.0,14.8,1018.0,0,0,1,0,0,0,0
545,2022-05-28,0,46,18.3,6.9,280.0,7.3,18.5,1013.6,0,0,1,0,0,0,0
546,2022-05-29,0,46,14.7,1.6,301.0,4.1,18.5,1010.8,0,0,1,0,0,0,0
